"id","publication_year","first_author","display_name","Label"
"https://openalex.org/W4252316183","2011","Christian List","Group Agency","List, 2011"
"https://openalex.org/W4289790859","1996","Immanuel Kant","Kant: The Metaphysics of Morals","Kant, 1996"
"https://openalex.org/W2140256766","1994","Giovanni Sartor","A Formal Model of Legal Argumentation","Sartor, 1994"
"https://openalex.org/W4241923257","1997","Jaap Hage","Reasoning with Rules","Hage, 1997"
"https://openalex.org/W595331111","2012","Matthias Klatt","The Constitutional Structure of Proportionality","Klatt, 2012"
"https://openalex.org/W580866281","2016","Tom Campbell","The Legal Theory of Ethical Positivism","Campbell, 2016"
"https://openalex.org/W596848025","2001","Julie Dickson","Evaluation and Legal Theory","Dickson, 2001"
"https://openalex.org/W642225766","2000","Timothy Endicott","Vagueness in Law","Endicott, 2000"
"https://openalex.org/W3123084450","2004","Victor Tadros","The Presumption of Innocence and the Human Rights Act","Tadros, 2004"
"https://openalex.org/W4243740988","1965","H. L. A. Hart","The Morality of Law","Hart, 1965"
"https://openalex.org/W561817843","2001","Jules L. Coleman","Hart’s PostscriptEssays on the Postscript to ‘The Concept of Law’","Coleman, 2001"
"https://openalex.org/W587172163","2014","Frederick Schauer","The Force of Law","Schauer, 2014"
"https://openalex.org/W842137479","1957","H. L. A. Hart","Analytical Jurisprudence in Mid-Twentieth Century: A Reply to Professor Bodenheimer","Hart, 1957"
"https://openalex.org/W4247225418",NA,NA,NA,"NA, NA"
"https://openalex.org/W798000251","1994","Kimberly D. Kessler","The Role of Luck in the Criminal Law","Kessler, 1994"
"https://openalex.org/W945552348","2008","David Boonin","The Problem of Punishment","Boonin, 2008"
"https://openalex.org/W2162584304","1996","R. A. Duff","Penal Communications: Recent Work in the Philosophy of Punishment","Duff, 1996"
"https://openalex.org/W2023314357","1982","Alan S. Goldman","Toward a new theory of punishment","Goldman, 1982"
"https://openalex.org/W2107222031","1982","Ernest L. Fortin","The New Rights Theory and the Natural Law","Fortin, 1982"
"https://openalex.org/W322154639","1983","Richard A. Posner","Statutory Interpretation: In the Classroom and in the Courtroom","Posner, 1983"
"https://openalex.org/W4234943248","1990","Stephen R. Munzer","A Theory of Property","Munzer, 1990"
"https://openalex.org/W4241062780","1769","William Blackstone","Commentaries on The Laws Of England","Blackstone, 1769"
"https://openalex.org/W4248447990","1951","G. H. VON WRIGHT","I. DEONTIC LOGIC","NA, 1951"
"https://openalex.org/W4255817502","1930","Karl N. Llewellyn","A Realistic Jurisprudence -- The Next Step","Llewellyn, 1930"
"https://openalex.org/W3123292543","2009","Nicole Vincent","On the Relevance of Neuroscience to Criminal Responsibility","Vincent, 2009"
"https://openalex.org/W3123885751","2019","David Enoch","SENSITIVITY, SAFETY, AND THE LAW: A REPLY TO PARDO","Enoch, 2019"
"https://openalex.org/W4232839103","2006","Larry Laudan","Truth, Error, and Criminal Law","Laudan, 2006"
"https://openalex.org/W4232964828","1985","Charles Nesson","The Evidence or the Event? On Judicial Proof and the Acceptability of Verdicts","Nesson, 1985"
"https://openalex.org/W4248954475","2007","Ralph Wedgwood","The Nature of Normativity","Wedgwood, 2007"
"https://openalex.org/W596443701","1996","Nicos Stavropoulos","Objectivity in Law","Stavropoulos, 1996"
"https://openalex.org/W839987907","1994","F. M. Kamm","Action, Omission, and the Stringency of Duties","Kamm, 1994"
"https://openalex.org/W613866574","1992","Jerzy Wróblewski","The Judicial Application of Law","NA, 1992"
"https://openalex.org/W4238254087","2004","Philip Pettit","Depoliticizing Democracy","Pettit, 2004"
"https://openalex.org/W4252669962","1998","William A. Edmundson","Three Anarchical Fallacies","Edmundson, 1998"
"https://openalex.org/W2171477498","2006","Neil Delaney","Two Cheers for “Closeness”: Terror, Targeting and Double Effect","Delaney, 2006"
"https://openalex.org/W4213358734","2003","Alan Wertheimer","Consent to Sexual Relations","Wertheimer, 2003"
"https://openalex.org/W3121722228","2008","John Finnis","Marriage","Finnis, 2008"
"https://openalex.org/W2797917190","1992","Donald A. Dripps","Beyond Rape: An Essay on the Difference between the Presence of Force and the Absence of Consent","Dripps, 1992"
"https://openalex.org/W2322510918","1965","Germain Grisez","The First Principle of Practical Reason: A Commentary on the Summa theologiae, 1-2, Question 94, Article 2","Grisez, 1965"
"https://openalex.org/W2335299818","1980","Lawrence A. Alexander","The Doomsday Machine","Alexander, 1980"
"https://openalex.org/W2735881786","1978","Hugo Adam Bedau","Retribution and the Theory of Punishment","Bedau, 1978"
"https://openalex.org/W4299854466","1979","Jeffrie G. Murphy","Retribution, Justice, and Therapy","Murphy, 1979"
"https://openalex.org/W2055089609","1994","Brian Hudson","Beyond proportionate punishment: Difficult cases and the 1991 Criminal Justice Act","Hudson, 1994"
"https://openalex.org/W72162311","1982","T. M. Scanlon","Contractualism and utilitarianism","Scanlon, 1982"
"https://openalex.org/W2796476225","1977","David Lyons","Principles, Positivism, and Legal Theory","Lyons, 1977"
"https://openalex.org/W4251834772","1989","Ronald Dworkin","Liberal Community","Dworkin, 1989"
"https://openalex.org/W578225284","1985","Richard A. Posner","An Economic Theory of the Criminal Law","Posner, 1985"
"https://openalex.org/W3125701050","2008","Kenneth M. Ehrenberg","Defending the Possibility of a Neutral Functional Theory of Law","Ehrenberg, 2008"
"https://openalex.org/W2126625678","1993","R. A. Duff","Choice, character, and criminal liability","Duff, 1993"
"https://openalex.org/W2209158330","1984","Neil MacCormick","Coherence in Legal Justification","Cormick, 1984"
"https://openalex.org/W2072355180","1970","Germain Grisez","Toward a Consistent Natural-Law Ethics of Killing","Grisez, 1970"
"https://openalex.org/W3125856946","2000",NA,"10.1023/B:LAPH.0000004356.03016.d5","NA, 2000"
"https://openalex.org/W643806297","1929","Leon Green","Are There Dependable Rules of Causation?","Green, 1929"
"https://openalex.org/W3124514122","2004","Henry Prakken","The Three Faces of Defeasibility in the Law","Prakken, 2004"
"https://openalex.org/W86809718","1995","Neil MacCormick","Defeasibility in Law and Logic","Cormick, 1995"
"https://openalex.org/W832967940","2015","Adam Rigoni","An improved factor based approach to precedential constraint","Rigoni, 2015"
"https://openalex.org/W4253049892","1995","Jürgen Habermas","Reconciliation Through the Public use of Reason: Remarks on John Rawls's Political Liberalism","Habermas, 1995"
"https://openalex.org/W49647102","1988","Stephen R. Holmes","Precommitment and the paradox of democracy","Holmes, 1988"
"https://openalex.org/W839013238","1994","Alvin I. Goldman","Action and Crime: A Fine-Grained Approach","Goldman, 1994"
"https://openalex.org/W2134761332","2000","Robert Alexy","On the Thesis of a Necessary Connection between Law and Morality: Bulygin's Critique","Alexy, 2000"
"https://openalex.org/W2327095970","1990","Clifford B. Anderson","The Economy of the Earth","Anderson, 1990"
"https://openalex.org/W3123643513","2005","Mitchell E. Berman","Lesser Evils and Justification: A Less Close Look","Berman, 2005"
"https://openalex.org/W3123251767","2006","Kok-Chor Tan","The Boundary of Justice and the Justice of Boundaries: Defending Global Egalitarianism","Tan, 2006"
"https://openalex.org/W3122769780","2007","Philip Soper","In Defense of Classical Natural Law in Legal Theory: Why Unjust Law is No Law at All","Soper, 2007"
"https://openalex.org/W4256483923","2009","David Estlund","Democratic Authority","Estlund, 2009"
"https://openalex.org/W2989687078","1988","Jean Hampton","The retributive idea","Hampton, 1988"
"https://openalex.org/W3123819108","2000","Matthew D. Adler","Expressive Theories of Law: A Skeptical Overview","Adler, 2000"
"https://openalex.org/W4229910647","1964","John R. Searle","How to Derive ""Ought"" From ""Is""","Searle, 1964"
"https://openalex.org/W4239045287","1991","Heidi M. Hurd","Challenging Authority","Hurd, 1991"
"https://openalex.org/W4250944673","2011","Andrei Marmor","Philosophy of Law","Marmor, 2011"
"https://openalex.org/W598719895","2011","Jocelyn Maclure","Secularism and Freedom of Conscience","Maclure, 2011"
"https://openalex.org/W3122322167","2006","Peter Westen","An Attitudinal Theory of Excuse","Westen, 2006"
"https://openalex.org/W4232603964","1957","Alf Ross","Tu-Tu","Ross, 1957"
"https://openalex.org/W2168724035","2014","Ludvig Beckman","The Subjects of Collectively Binding Decisions: Democratic Inclusion and Extraterritorial Law","Beckman, 2014"
"https://openalex.org/W637633160","1995","Brian H. Bix","Law, Language, and Legal Determinacy","Bix, 1995"
"https://openalex.org/W3122992778","2012","Francisco Zúñiga Urbina","A Critique of Proportionality","Urbina, 2012"
"https://openalex.org/W3123333684","2000","Barbara Baum Levenbook","THE MEANING OF A PRECEDENT","Levenbook, 2000"
"https://openalex.org/W598240946","2007","Matthew H. Kramer","Objectivity and the Rule of Law","Kramer, 2007"
"https://openalex.org/W855050863","1980","Norman Daniels","Reflective Equilibrium and Archimedean Points","Daniels, 1980"
"https://openalex.org/W3123681693","2004","William A. Edmundson","STATE OF THE ART:","Edmundson, 2004"
"https://openalex.org/W4247770540",NA,NA,NA,"NA, NA"
"https://openalex.org/W4253759836","2002",NA,"Convention","NA, 2002"
"https://openalex.org/W4249863207","1960","P. T. Geach","Ascriptivism","Geach, 1960"
"https://openalex.org/W4241096513","1989","Manabu Matsuda","Public Response to Racist Speech: Considering the Victim's Story","Matsuda, 1989"
"https://openalex.org/W3123835566","2005","Frank Haldemann","Gustav Radbruch vs. Hans Kelsen: A Debate on Nazi Law*","Haldemann, 2005"
"https://openalex.org/W4244035258","1988","Frederick Schauer","Formalism","Schauer, 1988"
"https://openalex.org/W625842885","2006","Brian Z. Tamanaha","Law as a Means to an End","Tamanaha, 2006"
"https://openalex.org/W4253389866","1994","Michael O. Hardimon","Role Obligations","Hardimon, 1994"
"https://openalex.org/W3126143484","1999","Seana Valentine Shiffrin","WRONGFUL LIFE, PROCREATIVE RESPONSIBILITY, AND THE SIGNIFICANCE OF HARM","Shiffrin, 1999"
"https://openalex.org/W947116432","2009","William Twining","General Jurisprudence","Twining, 2009"
"https://openalex.org/W4299511094","2017","Joseph Raz","Authority, Law and Morality 1","Raz, 2017"
