"","work","title","year","first_author","issn","name"
"1","https://openalex.org/W2479690201","Subsumtion und Abwägung","1998-01-01","https://openalex.org/A2684228007",NA,"ARSP. Archiv. für Rechts- und Sozialphilosophie"
"2","https://openalex.org/W2042845546","Fallibilismus versus transzendentalpragmatische Letztbegründung","1983-09-01","https://openalex.org/A2989450394","0925-4560","Journal for General Philosophy of Science"
"3","https://openalex.org/W1999439266","A Discourse-Theoretical Conception of Practical Reason","1992-12-01","https://openalex.org/A2599194942","0952-1917","Ratio Juris"
"4","https://openalex.org/W2320040214","Transcendental Arguments and Moral Principles","1975-01-01","https://openalex.org/A2664264283","0031-8094","The Philosophical Quarterly"
"5","https://openalex.org/W40724842","Reflexive Letztbegründung versus radikaler Fallibilismus","1985-09-01","https://openalex.org/A2696101099","0925-4560","Journal for General Philosophy of Science"
"6","https://openalex.org/W2061713190","Discourse Ethics and the Legitimacy of Law","1989-07-01","https://openalex.org/A2603082013","0952-1917","Ratio Juris"
"7","https://openalex.org/W3205490937","Wie ist Legitimität durch Legalität möglich","1987-01-31","https://openalex.org/A2038147313","0023-4834","Kritische Justiz"
"8","https://openalex.org/W186611182","Responsibility, Compensation and Accident Law Reform","2007-01-01","https://openalex.org/A2037515490",NA,NA
"9","https://openalex.org/W2042664336","Précis of Responsibility and the Moral Sentiments","2002-05-01","https://openalex.org/A2114743869","0031-8205","Philosophy and Phenomenological Research"
"10","https://openalex.org/W2029030105","Between madness and death: the medicate-to-execute controversy.","2003-06-01","https://openalex.org/A2320193781","0731-129X","Criminal Justice Ethics"
"11","https://openalex.org/W2481591780","Moral and legal responsibility and the new neuroscience","2004-04-08","https://openalex.org/A2115115001",NA,NA
"12","https://openalex.org/W2167407679","Brain development during puberty: state of the science.","2006-01-01","https://openalex.org/A2197599261","1363-755X","Developmental Science"
"13","https://openalex.org/W2481001127","Two Faces of Responsibility1","2004-07-15","https://openalex.org/A2497335613",NA,NA
"14","https://openalex.org/W1973312576","Individualizing the Reasonable Person in Criminal Law","2008-06-01","https://openalex.org/A2073826939","1871-9791","Criminal Law and Philosophy"
"15","https://openalex.org/W3125410249","What do you mean I should take responsibility for my own ill health","2009-01-01","https://openalex.org/A2037515490",NA,"Journal of Applied Ethics and Philosophy"
"16","https://openalex.org/W2504634764","Two Concepts of Responsibility","2007-11-01","https://openalex.org/A2951049974",NA,NA
"17","https://openalex.org/W1685152655","The Ethical Brain","2005-04-29","https://openalex.org/A1256561705",NA,NA
"18","https://openalex.org/W2467219279","Hardwired Behavior: The Bad and the Mad","2005-01-01","https://openalex.org/A2466774177",NA,NA
"19","https://openalex.org/W3122904344","Responsibility: distinguishing virtue from capacity","2009-04-01","https://openalex.org/A2037515490","1897-1652","Polish Journal of Philosophy"
"20","https://openalex.org/W1994231675","Responsibility as a Virtue.","2008-03-13","https://openalex.org/A2151302714","1386-2820","Ethical Theory and Moral Practice"
"21","https://openalex.org/W2155487786","Exploring the similarities and differences between medical assessments of competence and criminal responsibility.","2009-06-11","https://openalex.org/A1958028339","1386-7423","Medicine Health Care and Philosophy"
"22","https://openalex.org/W2054363744","Psychopathy Without (the Language of) Disorder","2008-05-22","https://openalex.org/A2141672830","1874-5490","Neuroethics"
"23","https://openalex.org/W2067183913","Neuroimaging as evidence.","2007-09-11","https://openalex.org/A2075380946","1526-5161","American Journal of Bioethics"
"24","https://openalex.org/W2099908396","The seductive allure of neuroscience explanations","2008-03-01","https://openalex.org/A2148238947","0898-929X","Journal of Cognitive Neuroscience"
"25","https://openalex.org/W2501089920","Facts, fictions and the future of neuroethics","2004-04-08","https://openalex.org/A3211379441",NA,NA
"26","https://openalex.org/W1578675214","Routledge Encyclopedia of Philosophy","1998-01-01","https://openalex.org/A2991761024",NA,NA
"27","https://openalex.org/W1568809335","Opinion: the neural basis of human moral cognition.","2005-10-01","https://openalex.org/A2260986523","1471-003X","Nature Reviews Neuroscience"
"28","https://openalex.org/W2119659537","How (and where) does moral judgment work","2002-12-01","https://openalex.org/A2122849578","1364-6613","Trends in Cognitive Sciences"
"29","https://openalex.org/W166413139","Homicidal somnambulism: a case report","1994-04-01","https://openalex.org/A2105775189","0161-8105","Sleep"
"30","https://openalex.org/W3124066760","Functional Neuroimaging and the Law: Trends and Directions for Future Scholarship","2007-09-11","https://openalex.org/A48032191","1526-5161","American Journal of Bioethics"
"31","https://openalex.org/W656263303","The mental basis of responsibility","2002-01-01","https://openalex.org/A201214258",NA,NA
"32","https://openalex.org/W2123791568","The emotional dog and its rational tail: a social intuitionist approach to moral judgment.","2001-01-01","https://openalex.org/A787330303","0033-295X","Psychological Review"
"33","https://openalex.org/W2316269426","On Being Kesponsible","1978-01-01","https://openalex.org/A2572076964","0031-8094","The Philosophical Quarterly"
"34","https://openalex.org/W2137209613","Two Faces of Responsibility","1996-10-01","https://openalex.org/A2504351993","0276-2080","Philosophical Topics"
"35","https://openalex.org/W1991616194","Space, time and function: intersecting principles of responsibility across the terrain of criminal justice","2007-02-02","https://openalex.org/A2014831855","1871-9791","Criminal Law and Philosophy"
"36","https://openalex.org/W3124499752","Law, evolution and the brain: applications and open questions.","2004-11-29","https://openalex.org/A2162997860","0962-8436","Philosophical Transactions of the Royal Society B"
"37","https://openalex.org/W192858286","Using brain MERMER testing to detect knowledge despite efforts to conceal.","2001-01-01","https://openalex.org/A2987254452","0022-1198","Journal of Forensic Sciences"
"38","https://openalex.org/W951999231","Making sense of humanity: Voluntary acts and responsible agents","1995-01-01","https://openalex.org/A2476714517",NA,NA
"39","https://openalex.org/W2021537031","Voluntary Acts and Responsible Agents","1990-03-01","https://openalex.org/A2162099207","0143-6503","Oxford Journal of Legal Studies"
"40","https://openalex.org/W2144069415","Right orbitofrontal tumor with pedophilia symptom and constructional apraxia sign.","2003-03-01","https://openalex.org/A2105268076","2168-6149","JAMA Neurology"
"41","https://openalex.org/W384331506","On Being Responsible","1992-01-01","https://openalex.org/A2112978975",NA,NA
"42","https://openalex.org/W2486308197","POSTSCRIPT: RESPONSIBILITY AND RETRIBUTION","2008-03-06","https://openalex.org/A2471693670",NA,NA
"43","https://openalex.org/W3124017665","Pain detection and the privacy of subjective experience.","2007-01-01","https://openalex.org/A2181425537","0098-8588","American Journal of Law & Medicine"
"44","https://openalex.org/W2120731293","Dynamic mapping of human cortical development during childhood through early adulthood","2004-05-25","https://openalex.org/A1994957518","0027-8424","Proceedings of the National Academy of Sciences of the United States of America"
"45","https://openalex.org/W2911415259","Sua Culpa","1985-01-24","https://openalex.org/A2913761205",NA,"Ethical issues in the use of computers"
"46","https://openalex.org/W63097189","Problems of the Self: Morality and the emotions","1973-06-01","https://openalex.org/A2607839804",NA,NA
"47","https://openalex.org/W2133924081","The Good, the Bad and the Blameworthy","2017-06-01","https://openalex.org/A2098755352","1559-3061","Journal of Ethics & Social Philosophy"
"48","https://openalex.org/W1575910362","The perception–behavior expressway: Automatic effects of social perception on social behavior.","2001-01-01","https://openalex.org/A1526559959","0065-2601","Advances in Experimental Social Psychology"
"49","https://openalex.org/W1982424145","Freedom within Reason","1990-01-01","https://openalex.org/A2523634249",NA,NA
"50","https://openalex.org/W53209862","The ""Prospective View"" of Obligation","2017-06-07","https://openalex.org/A2411128583","1559-3061","Journal of Ethics & Social Philosophy"
"51","https://openalex.org/W202868169","Bypassing the Will: Toward Demystifying the Nonconscious Control of Social Behavior","2006-08-24","https://openalex.org/A1759009247",NA,NA
"52","https://openalex.org/W48352839","""Compensatory Automaticity: Unconscious volition is not an oxymoron""","2005-01-01","https://openalex.org/A2343209698",NA,NA
"53","https://openalex.org/W2150947790","The new unconscious.","2006-08-24","https://openalex.org/A2021745427",NA,NA
"54","https://openalex.org/W155824051","Alief and Belief","2008-10-01","https://openalex.org/A2609356961","0022-362X","The Journal of Philosophy"
"55","https://openalex.org/W2072667907","Varieties of Moral Worth and Moral Credit","1991-01-01","https://openalex.org/A2411128583","0014-1704","Ethics"
"56","https://openalex.org/W2070417514","The importance of what we care about","1988-01-01","https://openalex.org/A2502815094",NA,NA
"57","https://openalex.org/W2071486328","Theory of Human Action","1970-01-01","https://openalex.org/A2161653542",NA,NA
"58","https://openalex.org/W636487749","Good and Evil","1984-02-01","https://openalex.org/A2117146908",NA,NA
"59","https://openalex.org/W1565173154","The Methods of Ethics","1874-01-01","https://openalex.org/A2501585190",NA,NA
"60","https://openalex.org/W2098676269","The chameleon effect: The perception–behavior link and social interaction.","1999-06-01","https://openalex.org/A262859687","0022-3514","Journal of Personality and Social Psychology"
"61","https://openalex.org/W2140666642","Living with Uncertainty Temporomandibular Disorders","2010-04-16","https://openalex.org/A2106314907","0022-0345","Journal of Dental Research"
"62","https://openalex.org/W1556633745","Agency and responsibility","2001-01-01","https://openalex.org/A2128202122",NA,NA
"63","https://openalex.org/W2167644634","What We Owe to Each Other","1998-01-01","https://openalex.org/A2899272028",NA,NA
"64","https://openalex.org/W1670538066","In two minds: Dual processes and beyond.","2009-01-29","https://openalex.org/A2140527241",NA,"Critica"
"65","https://openalex.org/W2001594127","Responsibility for believing","2008-04-01","https://openalex.org/A1703119470","0039-7857","Synthese"
"66","https://openalex.org/W980947564","The Glimpsed World: Unintended Communication and Unintended Perception","2005-01-01","https://openalex.org/A2099202923",NA,NA
"67","https://openalex.org/W2104279676","Responsibility and the moral sentiments","1996-07-01","https://openalex.org/A2810596676","0022-362X","The Journal of Philosophy"
"68","https://openalex.org/W2129045397","Varieties of Social Cognition","2008-09-01","https://openalex.org/A2022025971","0021-8308","Journal for The Theory of Social Behaviour"
"69","https://openalex.org/W617592293","The American Law Institute","1923-11-01","https://openalex.org/A2487118000","0041-9907","University of Pennsylvania Law Review"
"70","https://openalex.org/W2034719434","Book Reviews : Harold Fallding, The Sociological Task : A Concise Introduction to the Main Issues in Sociological Theory and Method. Englewood Cliffs, New Jersey: Prentice-Hall, Inc., 1958","1970-03-01","https://openalex.org/A2503236149","0020-7152","International Journal of Comparative Sociology"
"71","https://openalex.org/W2112420339","Morality and the emotions","1992-01-01","https://openalex.org/A2060304452",NA,NA
"72","https://openalex.org/W179410770","Problems of the Self","1973-06-29","https://openalex.org/A2162099207",NA,NA
"73","https://openalex.org/W2039755653","Control, responsibility, and moral assessment","2008-04-01","https://openalex.org/A2138488130","0031-8116","Philosophical Studies"
"74","https://openalex.org/W1772604273","Incivilities: Regulating Offensive Behaviour, by Andrew von Hirsch and A.P. Simester (eds.)","2006-01-01","https://openalex.org/A1967824303",NA,"British Society of Criminology Book Reviews"
"75","https://openalex.org/W2084278074","A Tale of Two Theories","2009-05-20","https://openalex.org/A2104163316","0731-129X","Criminal Justice Ethics"
"76","https://openalex.org/W3124211897","Necessity and Jury Nullification","2007-07-01","https://openalex.org/A3132835884","0841-8209","The Canadian Journal of Law and Jurisprudence"
"77","https://openalex.org/W630603258","Criminalization as Last Resort (Ultima Ratio)","2005-01-01","https://openalex.org/A2658473897",NA,"Ohio State Journal of Criminal Law"
"78","https://openalex.org/W1566078948","Report on the Relationship between Judges and Prosecutors. Working Party of the Consultative Council of European Judges","2009-01-01","https://openalex.org/A2305421085",NA,NA
"79","https://openalex.org/W1491739137","The Role of the Cyprus Attorney General's Office in Prosecutions: Rhetoric, Ideology and Practice","2009-10-06","https://openalex.org/A1696721213",NA,NA
"80","https://openalex.org/W1511548837","Retributive Justice and the Demands of Democratic Citizenship","2012-03-16","https://openalex.org/A1936082366",NA,"Social Science Research Network"
"81","https://openalex.org/W2483734481","Malum Prohibitum and Retributivism","2005-08-25","https://openalex.org/A1980035151",NA,NA
"82","https://openalex.org/W2189405970","CONFLICTS AS PROPERTY","1977-01-01","https://openalex.org/A2076149749","0007-0955","British Journal of Criminology"
"83","https://openalex.org/W2490610101","A Comment on the Commentaries","2008-11-20","https://openalex.org/A2138689770",NA,NA
"84","https://openalex.org/W3125126388","Three Concepts of Dignity in Constitutional Law","2011-02-01","https://openalex.org/A2607870673","0745-3515","Notre Dame Law Review"
"85","https://openalex.org/W1542624731","Criminal Law as Public Law","2011-01-01","https://openalex.org/A2401011458",NA,"Social Science Research Network"
"86","https://openalex.org/W2061580122","Restructuring the Exercise of Prosecutorial Discretion in England","2006-12-21","https://openalex.org/A2794410096","0143-6503","Oxford Journal of Legal Studies"
"87","https://openalex.org/W2306565170","Wrongness and criminalization","2012-03-21","https://openalex.org/A1323648222",NA,NA
"88","https://openalex.org/W3121352111","Torts as Wrongs","2010-04-01","https://openalex.org/A2122604501","0040-4411","Texas Law Review"
"89","https://openalex.org/W3122670959","Torts and Other Wrongs","2020-02-18","https://openalex.org/A3214120189",NA,NA
"90","https://openalex.org/W1519976864","Public and Private Wrongs","2010-10-01","https://openalex.org/A2437087323",NA,NA
"91","https://openalex.org/W2134243253","A comment on the Director of Public Prosecution's Policy for Prosecutors in Respect of Cases of Encouraging or Assisting Suicide","2010-10-04","https://openalex.org/A2258354949","1477-7509","Clinical Ethics"
"92","https://openalex.org/W127405075","Principles of German Criminal Procedure","2012-02-01","https://openalex.org/A2199855195",NA,NA
"93","https://openalex.org/W2160545357","The criminalisation of HIV transmission","2002-06-01","https://openalex.org/A2480876472","0306-6800","Journal of Medical Ethics"
"94","https://openalex.org/W643312341","On criminalization : an essay in the philosophy of the criminal law","1994-01-01","https://openalex.org/A2047111282",NA,NA
"95","https://openalex.org/W2506388663","The Morality of Tort Law—Questions and Answers","1997-07-31","https://openalex.org/A2482266843",NA,NA
"96","https://openalex.org/W2256392347","Law Like Love","2005-03-09","https://openalex.org/A2127808810",NA,"Social Science Research Network"
"97","https://openalex.org/W170248522","Remorse, Apology, and Mercy","2007-01-01","https://openalex.org/A2127808810",NA,"Social Science Research Network"
"98","https://openalex.org/W1496712074","Getting Even: Forgiveness and Its Limits","2003-02-28","https://openalex.org/A2127808810",NA,NA
"99","https://openalex.org/W83713375","Repentance, Punishment, and Mercy","1998-01-01","https://openalex.org/A2127808810","1387-6678","Library of ethics and applied philosophy"
"100","https://openalex.org/W2047325613","Some unswept debris from the Hart-Devlin debate","1987-08-01","https://openalex.org/A2599463086","0039-7857","Synthese"
"101","https://openalex.org/W1993091619","Anarchy, State, and Utopia","1974-01-01","https://openalex.org/A279640673",NA,NA
"102","https://openalex.org/W2318516507","Servility and Self-Respect","1973-01-01","https://openalex.org/A2159467678","0026-9662","The Monist"
"103","https://openalex.org/W3124301339","Shame creeps through guilt and feels like retribution","1999-01-01","https://openalex.org/A2127808810","0167-5249","Law and Philosophy"
"104","https://openalex.org/W2955026079","A common humanity","2002-02-08","https://openalex.org/A3212724895",NA,NA
"105","https://openalex.org/W2797001208","Hating Criminals: How Can Something That Feels So Good Be Wrong?","1990-05-01","https://openalex.org/A2641272050","0026-2234","Michigan Law Review"
"106","https://openalex.org/W193272011","Deliberative democracy and beyond","2000-01-01","https://openalex.org/A2420051747",NA,NA
"107","https://openalex.org/W2059261348","Strong Democracy: Participatory Politics for a New Age","1984-01-01","https://openalex.org/A1992440189",NA,NA
"108","https://openalex.org/W1545096067","Deliberative democracy and beyond : liberals, critics, contestations","2000-01-01","https://openalex.org/A2420051747",NA,NA
"109","https://openalex.org/W1516872338","Brennan and Democracy","1999-07-01","https://openalex.org/A2302862813",NA,NA
"110","https://openalex.org/W2167664958","The Constitution, the Courts, and Human Rights: An Inquiry Into the Legitimacy of Constitutional Policymaking by the Judiciary","1982-10-01","https://openalex.org/A3213209530",NA,NA
"111","https://openalex.org/W111369087","The Inclusion of the Other","1996-01-01","https://openalex.org/A2038147313",NA,NA
"112","https://openalex.org/W1973983471","An Epistemic Conception of Democracy","1986-10-01","https://openalex.org/A2182567262","0014-1704","Ethics"
"113","https://openalex.org/W2047656735","Two Treatises of Government","1947-01-01","https://openalex.org/A3213894598",NA,NA
"114","https://openalex.org/W2798650415","The complete works of Aristotle","1954-01-01","https://openalex.org/A279925779",NA,NA
"115","https://openalex.org/W2796670991","Judicial review in comparative law","1989-09-29","https://openalex.org/A3049055824",NA,NA
"116","https://openalex.org/W1505058030","Neutral Principles and Some First Amendment Problems","1971-12-31","https://openalex.org/A2633762122","0019-6665","Indiana Law Journal"
"117","https://openalex.org/W1547850588","Deliberative Democracy: Democracy and Liberty","1998-03-01","https://openalex.org/A2440923947",NA,NA
"118","https://openalex.org/W1574985236","The Partial Constitution","1993-05-01","https://openalex.org/A1721802016",NA,NA
"119","https://openalex.org/W2320309486","The Federalist or The New Constitution: Papers by Alexander Hamilton, James Madison, John Jay","1946-04-01","https://openalex.org/A1843605525","0043-5597","William and Mary Quarterly"
"120","https://openalex.org/W2030120132","Beyond Adversary Democracy","1980-09-11","https://openalex.org/A2165561685",NA,NA
"121","https://openalex.org/W2489835390","The Bill of rights","1958-01-01","https://openalex.org/A2118081651",NA,NA
"122","https://openalex.org/W599768474","The sense of appropriateness : application discourses in morality and law","1993-01-01","https://openalex.org/A2572752649",NA,NA
"123","https://openalex.org/W2038052099","Judicial Review and the Conditions of Democracy","1998-12-01","https://openalex.org/A2555859626","0963-8016","Journal of Political Philosophy"
"124","https://openalex.org/W2496068248","We the People: Transformations","1998-10-01","https://openalex.org/A2312730615","0002-9319","American Journal of Legal History"
"125","https://openalex.org/W1515475723","Deliberative Democracy: Essays on Reason and Politics","1997-01-01","https://openalex.org/A2125468941",NA,NA
"126","https://openalex.org/W2072060356","Constitutional Domains: Democracy, Community, Management","1995-10-01","https://openalex.org/A2214973045",NA,NA
"127","https://openalex.org/W1498832132","Discourse on political economy and The social contract","1994-01-01","https://openalex.org/A2165753272",NA,NA
"128","https://openalex.org/W1994676687","Judicial review and democracy","1986-11-01","https://openalex.org/A2696025415","0147-2011","Society"
"129","https://openalex.org/W1542731185","The idea of human rights : four inquiries","1998-01-01","https://openalex.org/A2096528057",NA,NA
"130","https://openalex.org/W1548263769","One Case at a Time: Judicial Minimalism on the Supreme Court","1999-03-10","https://openalex.org/A1721802016",NA,NA
"131","https://openalex.org/W2480468623","We the People: Foundations","1992-01-24","https://openalex.org/A2798915676","0032-3195","Political Science Quarterly"
"132","https://openalex.org/W3190787842","Judicial review","1986-11-01","https://openalex.org/A2681060223","0147-2011","Society"
"133","https://openalex.org/W1969456863","The Constitution in the Courts : Law or Politics?","1994-03-03","https://openalex.org/A2096528057",NA,NA
"134","https://openalex.org/W2002258135","The constitution of deliberative democracy","1996-01-01","https://openalex.org/A2129365770",NA,NA
"135","https://openalex.org/W640985664","On Constitutional Ground","1996-08-05","https://openalex.org/A2107042502",NA,NA
"136","https://openalex.org/W3142178200","Taking Rights Seriously","1978-01-01","https://openalex.org/A3143604316",NA,NA
"137","https://openalex.org/W2066137714","Survey Article: The Coming of Age of Deliberative Democracy","1998-12-01","https://openalex.org/A2125468941","0963-8016","Journal of Political Philosophy"
"138","https://openalex.org/W183633451","Probabilistic standards of proof, their complements and the errors that are expected to flow from them","2004-01-01","https://openalex.org/A2168417117",NA,"University of New England Law Journal"
"139","https://openalex.org/W2005410712","LEGAL PROOF AND FACT FINDERS' BELIEFS","2006-12-01","https://openalex.org/A2810980003","1352-3252","Legal Theory"
"140","https://openalex.org/W2119770534","Objective probability and the assessment of evidence","2003-12-01","https://openalex.org/A2194020992","1470-8396","Law, Probability and Risk"
"141","https://openalex.org/W2049861528","Contextualism, Subject‐Sensitive Invariantism and Knowledge of Knowledge","2005-04-01","https://openalex.org/A2131563461","0031-8094","The Philosophical Quarterly"
"142","https://openalex.org/W2065634850","Is it a Crime to Belong to a Reference Class","2001-06-01","https://openalex.org/A103156228","0963-8016","Journal of Political Philosophy"
"143","https://openalex.org/W2327898479","Probabilism: A Critical Essay on the Theory of Probability and on the Value of Science","1989-09-01","https://openalex.org/A157913951","0165-0106","Erkenntnis"
"144","https://openalex.org/W2799706849","Reasonable Doubt and Permissive Inferences: The Value of Complexity","1979-04-01","https://openalex.org/A330705392","0017-811X","Harvard Law Review"
"145","https://openalex.org/W1970953812","Epistemic Intuitions and Epistemic Contextualism","2006-03-01","https://openalex.org/A1973683992","0031-8205","Philosophy and Phenomenological Research"
"146","https://openalex.org/W2134782041","Naked Statistical Evidence of Liability: Is Subjective Probability Enough?","1992-05-01","https://openalex.org/A2118065143","0022-3514","Journal of Personality and Social Psychology"
"147","https://openalex.org/W2108583517","The Lottery Paradox, Knowledge, and Rationality","2000-07-01","https://openalex.org/A2094177062","0031-8108","The Philosophical Review"
"148","https://openalex.org/W1972517406","Normativity and Epistemic Intuitions","2001-07-01","https://openalex.org/A2202252561","0276-2080","Philosophical Topics"
"149","https://openalex.org/W2235992134","It's Not What You Know that Counts","1985-07-01","https://openalex.org/A2482670411","0022-362X","The Journal of Philosophy"
"150","https://openalex.org/W2294802146","Clarifying the Burden of Persuasion: What Bayesian Decision Rules Do and Do Not Do","1999-01-01","https://openalex.org/A2118531391",NA,"Social Science Research Network"
"151","https://openalex.org/W2797460619","Statistical-Probability Evidence and the Appearance of Justice","1989-12-01","https://openalex.org/A2797798122","0017-811X","Harvard Law Review"
"152","https://openalex.org/W1517646463","The Psychology of Numbers in the Courtroom: How to Make DNA Match Statistics Seem Impressive or Insufficient","2001-01-01","https://openalex.org/A2097089574",NA,"Social Science Research Network"
"153","https://openalex.org/W2166505770","Future Law: Prepunishment and the Causal Theory of Verdicts","2006-03-01","https://openalex.org/A2327334515","0029-4624","Noûs"
"154","https://openalex.org/W2032628443","The Structure of Evidence Law","2006-12-21","https://openalex.org/A2194020992","0143-6503","Oxford Journal of Legal Studies"
"155","https://openalex.org/W2782404620","On the Significance of Batting Averages and Strikeout Totals: A Clarification of the ""Naked Statistical Evidence"" Debate, the Meaning of ""Evidence,"" and the Requirement of Proof Beyond Reasonable Doubt","1991-01-01","https://openalex.org/A2097334593","0041-3992","Tulane Law Review"
"156","https://openalex.org/W2084615339","Relevant Alternatives, Contextualism Included","2004-05-01","https://openalex.org/A2599197167","0031-8116","Philosophical Studies"
"157","https://openalex.org/W2152648747","The reference class problem is your problem too","2007-03-24","https://openalex.org/A1994200441","0039-7857","Synthese"
"158","https://openalex.org/W2010381146","Jurors' use of naked statistical evidence: Exploring bases and implications of the Wells Effect","1999-01-01","https://openalex.org/A1743882039","0022-3514","Journal of Personality and Social Psychology"
"159","https://openalex.org/W2014282621","If Wishes Were Horses: Discursive Comments on Attempts to Prevent Individuals from Being Unfairly Burdened by Their Reference Classes","2005-04-01","https://openalex.org/A216217414",NA,"Social Science Research Network"
"160","https://openalex.org/W2258305217","The Cognitive Psychology of Circumstantial Evidence","2006-03-21","https://openalex.org/A2112403358",NA,"Social Science Research Network"
"161","https://openalex.org/W2102224868","Reasoning with portions of precedents","1991-05-01","https://openalex.org/A2089530433",NA,"international conference on artificial intelligence and law"
"162","https://openalex.org/W2157503655","Reasons as Defaults","2012-04-25","https://openalex.org/A188550374",NA,"Philosopher's Imprint"
"163","https://openalex.org/W1966954430","Toward a computational theory of arguing with precedents","1989-05-01","https://openalex.org/A718266907",NA,"international conference on artificial intelligence and law"
"164","https://openalex.org/W2032556714","Evaluating a learning environment for case-based argumentation skills","1997-06-30","https://openalex.org/A2008829840",NA,"international conference on artificial intelligence and law"
"165","https://openalex.org/W1493372161","Precedent in English Law","1968-01-01","https://openalex.org/A2952368067",NA,NA
"166","https://openalex.org/W2056870591","Precedent, deontic logic, and inheritance","1999-06-14","https://openalex.org/A188550374",NA,"international conference on artificial intelligence and law"
"167","https://openalex.org/W1572951380","Common Law Theory: Judges as Rule Makers","2007-10-01","https://openalex.org/A2155516799",NA,NA
"168","https://openalex.org/W2773639084","DETERMINING THE RATIO DECIDENMI OF A CASE","1930-12-01","https://openalex.org/A1966793135","0044-0094","Yale Law Journal"
"169","https://openalex.org/W1546264770","A companion to philosophy of law and legal theory","1999-01-01","https://openalex.org/A2159966518",NA,NA
"170","https://openalex.org/W2800660311","Unpacking the Court","1986-11-01","https://openalex.org/A2625521867","0044-0094","Yale Law Journal"
"171","https://openalex.org/W1512087007","Common Law Theory","2007-10-22","https://openalex.org/A2295186335",NA,NA
"172","https://openalex.org/W1512021950","Ethics Without Principles","2004-01-01","https://openalex.org/A2166328191",NA,NA
"173","https://openalex.org/W2500948663","Nozick on Knowledge","2011-12-06","https://openalex.org/A659117755",NA,NA
"174","https://openalex.org/W2005698610","How to Defeat Opposition to Moore","1999-10-01","https://openalex.org/A2599197167","0029-4624","Noûs"
"175","https://openalex.org/W3122884435","Sense and “Sensitivity”: Epistemic and Instrumental Approaches to Statistical Evidence","2015-03-01","https://openalex.org/A2212374755","0038-9765","Stanford Law Review"
"176","https://openalex.org/W2315603992","Kant's Theory of Definition","1956-04-01","https://openalex.org/A2172157010","0031-8108","The Philosophical Review"
"177","https://openalex.org/W3121453228","Comment on Yaffe’s Attempts","2012-12-01","https://openalex.org/A2212374755","2219-7117","Jerusalem Review of Legal Studies"
"178","https://openalex.org/W1979048954","Contextualist solutions to epistemological problems: Scepticism, Gettier, and the lottery","1998-12-01","https://openalex.org/A2154515926","0004-8402","Australasian Journal of Philosophy"
"179","https://openalex.org/W2489484069","Replies to Critics","2009-10-01","https://openalex.org/A2131563461",NA,NA
"180","https://openalex.org/W2922157575","Legal burdens of proof and statistical evidence","2018-08-30","https://openalex.org/A2198412847",NA,NA
"181","https://openalex.org/W2331066937","Solving the Skeptical Problem","1995-01-01","https://openalex.org/A2292855418","0031-8108","The Philosophical Review"
"182","https://openalex.org/W2059975159","Features of Similarity","1977-07-01","https://openalex.org/A2117668619","0033-295X","Psychological Review"
"183","https://openalex.org/W3126654884","Constructive and resulting trusts","2010-01-01","https://openalex.org/A2169780333",NA,NA
"184","https://openalex.org/W3143659024","The law of trusts","2012-01-01","https://openalex.org/A2274129517",NA,NA
"185","https://openalex.org/W2098491287","Equity in Commercial Law","2005-01-01","https://openalex.org/A2122659859",NA,NA
"186","https://openalex.org/W3125169190","Scottish Trusts in the Common Law","2013-08-23","https://openalex.org/A2526115906","1364-9809","Edinburgh Law Review"
"187","https://openalex.org/W608335582","Extending the Boundaries of Trust and Similar Ring-fenced Funds","2002-01-01","https://openalex.org/A2083623591",NA,"Kluwer Law International"
"188","https://openalex.org/W1941160520","Personal Property Law","1996-11-01","https://openalex.org/A2146459940",NA,NA
"189","https://openalex.org/W2100814517","Trusts Without Equity","2000-07-01","https://openalex.org/A2900377308","0020-5893","International and Comparative Law Quarterly"
"190","https://openalex.org/W3122799148","Trust and Patrimony","2008-01-01","https://openalex.org/A2526115906","0035-3086","Revue générale de droit"
"191","https://openalex.org/W649279559","Philosophical Foundations of Property Law","2013-11-28","https://openalex.org/A2274129517",NA,NA
"192","https://openalex.org/W1503388448","Cheshire and Burn's Modern Law of Real Property","2005-02-17","https://openalex.org/A2635195052",NA,NA
"193","https://openalex.org/W1595841610","An Introduction to English Legal History","1971-01-01","https://openalex.org/A2102189752",NA,NA
"194","https://openalex.org/W2797917347","""Equity""; also ""The Forms of Action at Common Law""","1910-02-01","https://openalex.org/A2615038150","0017-811X","Harvard Law Review"
"195","https://openalex.org/W2499777199","On the Very Idea of Transmissible Rights","2013-11-28","https://openalex.org/A2274129517",NA,NA
"196","https://openalex.org/W2038836560","RECONCEPTUALISING THE EXPRESS TRUST","2002-12-11","https://openalex.org/A2143541023","0008-1973","Cambridge Law Journal"
"197","https://openalex.org/W2490428890","Possession and Use","2013-11-28","https://openalex.org/A3214251451",NA,NA
"198","https://openalex.org/W183035016","Landmark Cases in Equity","2012-01-01","https://openalex.org/A2169780333",NA,NA
"199","https://openalex.org/W3123317480","The Nature of Equitable Property","2010-01-01","https://openalex.org/A2234176693",NA,"Journal of Equity , 4    pp. 1-28.   (2010)"
"200","https://openalex.org/W410708353","The Structure of Property Law","2008-01-01","https://openalex.org/A2234176693",NA,"Social Science Research Network"
"201","https://openalex.org/W1580624183","The idea of property in law","1997-05-29","https://openalex.org/A2274129517",NA,NA
