"","work","cit"
"1","https://openalex.org/W2334055884","https://openalex.org/W3009678244"
"2","https://openalex.org/W2334055884","https://openalex.org/W2978737099"
"3","https://openalex.org/W2334055884","https://openalex.org/W393731495"
"4","https://openalex.org/W2334055884","https://openalex.org/W2182428615"
"5","https://openalex.org/W2334055884","https://openalex.org/W2099663242"
"6","https://openalex.org/W3125565931","https://openalex.org/W2779483416"
"7","https://openalex.org/W3125565931","https://openalex.org/W2561555221"
"8","https://openalex.org/W3125565931","https://openalex.org/W2057352260"
"9","https://openalex.org/W3123467045","https://openalex.org/W2534456358"
"10","https://openalex.org/W3123467045","https://openalex.org/W2331236721"
"11","https://openalex.org/W3123467045","https://openalex.org/W2475656431"
"12","https://openalex.org/W3123467045","https://openalex.org/W3124127280"
"13","https://openalex.org/W3123467045","https://openalex.org/W2246531630"
"14","https://openalex.org/W3123467045","https://openalex.org/W3122705083"
"15","https://openalex.org/W2143602811","https://openalex.org/W2901626194"
"16","https://openalex.org/W2143602811","https://openalex.org/W2752666949"
"17","https://openalex.org/W2143602811","https://openalex.org/W2179694881"
"18","https://openalex.org/W2143602811","https://openalex.org/W2095710846"
"19","https://openalex.org/W2032628443","https://openalex.org/W3162360811"
"20","https://openalex.org/W2032628443","https://openalex.org/W4206761305"
"21","https://openalex.org/W2032628443","https://openalex.org/W3039472723"
"22","https://openalex.org/W2032628443","https://openalex.org/W2110741029"
"23","https://openalex.org/W2032628443","https://openalex.org/W2042852724"
"24","https://openalex.org/W2032628443","https://openalex.org/W3121990328"
"25","https://openalex.org/W2016154477","https://openalex.org/W3147185556"
"26","https://openalex.org/W2016154477","https://openalex.org/W3091913472"
"27","https://openalex.org/W2016154477","https://openalex.org/W3164283466"
"28","https://openalex.org/W2016154477","https://openalex.org/W3202871424"
"29","https://openalex.org/W2016154477","https://openalex.org/W3205365595"
"30","https://openalex.org/W2016154477","https://openalex.org/W3186320895"
"31","https://openalex.org/W2016154477","https://openalex.org/W3172097213"
"32","https://openalex.org/W2016154477","https://openalex.org/W3204937104"
"33","https://openalex.org/W2016154477","https://openalex.org/W3012554391"
"34","https://openalex.org/W2016154477","https://openalex.org/W3088343070"
"35","https://openalex.org/W2016154477","https://openalex.org/W2991459905"
"36","https://openalex.org/W2016154477","https://openalex.org/W2953984356"
"37","https://openalex.org/W2016154477","https://openalex.org/W2917835447"
"38","https://openalex.org/W2016154477","https://openalex.org/W2953337425"
"39","https://openalex.org/W2016154477","https://openalex.org/W2883761972"
"40","https://openalex.org/W2016154477","https://openalex.org/W3014988578"
"41","https://openalex.org/W2016154477","https://openalex.org/W2802924569"
"42","https://openalex.org/W2016154477","https://openalex.org/W2609747620"
"43","https://openalex.org/W2016154477","https://openalex.org/W2606670193"
"44","https://openalex.org/W2016154477","https://openalex.org/W2605128856"
"45","https://openalex.org/W2016154477","https://openalex.org/W2209986322"
"46","https://openalex.org/W2016154477","https://openalex.org/W2220818103"
"47","https://openalex.org/W2016154477","https://openalex.org/W2295239251"
"48","https://openalex.org/W2016154477","https://openalex.org/W2121916279"
"49","https://openalex.org/W2016154477","https://openalex.org/W2178860215"
"50","https://openalex.org/W1018469321","https://openalex.org/W2778796563"
"51","https://openalex.org/W1018469321","https://openalex.org/W759148840"
"52","https://openalex.org/W2118322268","https://openalex.org/W1577475026"
"53","https://openalex.org/W2118322268","https://openalex.org/W2063539469"
"54","https://openalex.org/W1970411997","https://openalex.org/W3208693872"
"55","https://openalex.org/W1970411997","https://openalex.org/W3199872150"
"56","https://openalex.org/W1970411997","https://openalex.org/W2785077997"
"57","https://openalex.org/W1970411997","https://openalex.org/W2162474855"
"58","https://openalex.org/W1970411997","https://openalex.org/W2023433542"
"59","https://openalex.org/W1970411997","https://openalex.org/W2033750868"
"60","https://openalex.org/W1970411997","https://openalex.org/W2552523052"
"61","https://openalex.org/W2151054860","https://openalex.org/W2285366107"
"62","https://openalex.org/W2069619039","https://openalex.org/W2903658720"
"63","https://openalex.org/W2069619039","https://openalex.org/W2884156461"
"64","https://openalex.org/W2069619039","https://openalex.org/W1712084696"
"65","https://openalex.org/W2069619039","https://openalex.org/W2492627349"
"66","https://openalex.org/W2069619039","https://openalex.org/W622531994"
"67","https://openalex.org/W2069619039","https://openalex.org/W956217004"
"68","https://openalex.org/W2069619039","https://openalex.org/W1968400318"
"69","https://openalex.org/W2007402285","https://openalex.org/W3172024427"
"70","https://openalex.org/W2007402285","https://openalex.org/W2934634997"
"71","https://openalex.org/W2007402285","https://openalex.org/W2792660326"
"72","https://openalex.org/W2007402285","https://openalex.org/W2621397567"
"73","https://openalex.org/W2007402285","https://openalex.org/W1531671648"
"74","https://openalex.org/W2007402285","https://openalex.org/W82544673"
"75","https://openalex.org/W2007402285","https://openalex.org/W2185497231"
"76","https://openalex.org/W2007402285","https://openalex.org/W2274984454"
"77","https://openalex.org/W2007402285","https://openalex.org/W2296119175"
"78","https://openalex.org/W2007402285","https://openalex.org/W1965835649"
"79","https://openalex.org/W2007402285","https://openalex.org/W1969253279"
"80","https://openalex.org/W2007402285","https://openalex.org/W2243325646"
"81","https://openalex.org/W2007402285","https://openalex.org/W1973447969"
"82","https://openalex.org/W2007402285","https://openalex.org/W1566764776"
"83","https://openalex.org/W2007402285","https://openalex.org/W2089707249"
"84","https://openalex.org/W2007402285","https://openalex.org/W2336792856"
"85","https://openalex.org/W2007402285","https://openalex.org/W1986129261"
"86","https://openalex.org/W2007402285","https://openalex.org/W1582590039"
"87","https://openalex.org/W2007402285","https://openalex.org/W2098366969"
"88","https://openalex.org/W1493300587","https://openalex.org/W3170240249"
"89","https://openalex.org/W1493300587","https://openalex.org/W3119475066"
"90","https://openalex.org/W2056278978","https://openalex.org/W3203214135"
"91","https://openalex.org/W2056278978","https://openalex.org/W3027671038"
"92","https://openalex.org/W2056278978","https://openalex.org/W2267648656"
"93","https://openalex.org/W2056278978","https://openalex.org/W2755885480"
"94","https://openalex.org/W2056278978","https://openalex.org/W1864279307"
"95","https://openalex.org/W2056278978","https://openalex.org/W2120168766"
"96","https://openalex.org/W2056278978","https://openalex.org/W2548187140"
"97","https://openalex.org/W2056278978","https://openalex.org/W2043666774"
"98","https://openalex.org/W2056278978","https://openalex.org/W1533875784"
"99","https://openalex.org/W2056278978","https://openalex.org/W1512650282"
"100","https://openalex.org/W2069968847","https://openalex.org/W2940431340"
"101","https://openalex.org/W2069968847","https://openalex.org/W2891465897"
"102","https://openalex.org/W2069968847","https://openalex.org/W2993548867"
"103","https://openalex.org/W2069968847","https://openalex.org/W182383165"
"104","https://openalex.org/W2069968847","https://openalex.org/W2148625518"
"105","https://openalex.org/W2069968847","https://openalex.org/W2098085009"
"106","https://openalex.org/W2069968847","https://openalex.org/W1947615597"
"107","https://openalex.org/W2069968847","https://openalex.org/W2027793980"
"108","https://openalex.org/W2069968847","https://openalex.org/W2001636137"
"109","https://openalex.org/W2069968847","https://openalex.org/W2090614203"
"110","https://openalex.org/W2069968847","https://openalex.org/W2164324593"
"111","https://openalex.org/W2069968847","https://openalex.org/W2083859445"
"112","https://openalex.org/W2069968847","https://openalex.org/W2009323903"
"113","https://openalex.org/W2069968847","https://openalex.org/W3122415296"
"114","https://openalex.org/W2069968847","https://openalex.org/W2182035110"
"115","https://openalex.org/W2007854678","https://openalex.org/W2149523445"
"116","https://openalex.org/W1987918545","https://openalex.org/W4206442951"
"117","https://openalex.org/W1987918545","https://openalex.org/W2056510064"
"118","https://openalex.org/W1987918545","https://openalex.org/W1917234101"
"119","https://openalex.org/W1987918545","https://openalex.org/W1518825872"
"120","https://openalex.org/W1987918545","https://openalex.org/W2085050604"
"121","https://openalex.org/W1979675252","https://openalex.org/W2344482151"
"122","https://openalex.org/W2023047937","https://openalex.org/W2041565586"
"123","https://openalex.org/W2023047937","https://openalex.org/W2183564641"
"124","https://openalex.org/W2023047937","https://openalex.org/W2123826473"
"125","https://openalex.org/W2023047937","https://openalex.org/W3125997404"
"126","https://openalex.org/W2023047937","https://openalex.org/W2034063936"
"127","https://openalex.org/W2023047937","https://openalex.org/W2002187390"
"128","https://openalex.org/W2023047937","https://openalex.org/W1973985722"
"129","https://openalex.org/W2023047937","https://openalex.org/W1982915135"
"130","https://openalex.org/W2023047937","https://openalex.org/W2062090679"
"131","https://openalex.org/W2017751395","https://openalex.org/W2338286353"
"132","https://openalex.org/W2004551271","https://openalex.org/W2989562542"
"133","https://openalex.org/W2004551271","https://openalex.org/W3200361848"
"134","https://openalex.org/W2004551271","https://openalex.org/W3147415746"
"135","https://openalex.org/W2004551271","https://openalex.org/W3183615733"
"136","https://openalex.org/W2004551271","https://openalex.org/W3214808813"
"137","https://openalex.org/W2004551271","https://openalex.org/W3192676643"
"138","https://openalex.org/W2004551271","https://openalex.org/W3176776419"
"139","https://openalex.org/W2004551271","https://openalex.org/W3041210635"
"140","https://openalex.org/W2004551271","https://openalex.org/W2308762314"
"141","https://openalex.org/W2004551271","https://openalex.org/W2118170316"
"142","https://openalex.org/W2004551271","https://openalex.org/W1563404671"
"143","https://openalex.org/W2004551271","https://openalex.org/W2049514657"
"144","https://openalex.org/W2004551271","https://openalex.org/W612556675"
"145","https://openalex.org/W2004551271","https://openalex.org/W70103285"
"146","https://openalex.org/W2004551271","https://openalex.org/W2481622633"
"147","https://openalex.org/W2004551271","https://openalex.org/W1524768582"
"148","https://openalex.org/W2004551271","https://openalex.org/W646143516"
"149","https://openalex.org/W2004551271","https://openalex.org/W560268541"
"150","https://openalex.org/W2004551271","https://openalex.org/W1504297482"
"151","https://openalex.org/W2004551271","https://openalex.org/W266167157"
"152","https://openalex.org/W2004551271","https://openalex.org/W1618567084"
"153","https://openalex.org/W2004551271","https://openalex.org/W1677819872"
"154","https://openalex.org/W2004551271","https://openalex.org/W2136779654"
"155","https://openalex.org/W2004551271","https://openalex.org/W571574538"
"156","https://openalex.org/W2004551271","https://openalex.org/W2478699835"
"157","https://openalex.org/W2046278870","https://openalex.org/W2034361773"
"158","https://openalex.org/W2046278870","https://openalex.org/W2229336470"
"159","https://openalex.org/W1977354580","https://openalex.org/W2964574521"
"160","https://openalex.org/W1977354580","https://openalex.org/W1973443643"
"161","https://openalex.org/W1977354580","https://openalex.org/W2167531905"
"162","https://openalex.org/W1977354580","https://openalex.org/W3125428058"
"163","https://openalex.org/W1977354580","https://openalex.org/W1964488516"
"164","https://openalex.org/W1977354580","https://openalex.org/W2248803143"
"165","https://openalex.org/W2071251028","https://openalex.org/W1992833597"
"166","https://openalex.org/W2071251028","https://openalex.org/W2272203619"
"167","https://openalex.org/W2071251028","https://openalex.org/W1517150818"
"168","https://openalex.org/W2071251028","https://openalex.org/W2503863907"
"169","https://openalex.org/W2167774041","https://openalex.org/W2921241515"
"170","https://openalex.org/W2167774041","https://openalex.org/W2552338350"
"171","https://openalex.org/W2167774041","https://openalex.org/W2170566966"
"172","https://openalex.org/W2167774041","https://openalex.org/W1975951286"
"173","https://openalex.org/W2167774041","https://openalex.org/W2278429940"
"174","https://openalex.org/W2167774041","https://openalex.org/W1623999606"
"175","https://openalex.org/W2167774041","https://openalex.org/W1528625404"
"176","https://openalex.org/W2167774041","https://openalex.org/W1601091139"
"177","https://openalex.org/W2167774041","https://openalex.org/W2023617408"
"178","https://openalex.org/W2167774041","https://openalex.org/W1978064345"
"179","https://openalex.org/W2167774041","https://openalex.org/W2080019482"
"180","https://openalex.org/W2167774041","https://openalex.org/W2088007950"
"181","https://openalex.org/W2167774041","https://openalex.org/W2316160480"
"182","https://openalex.org/W2167774041","https://openalex.org/W2135475615"
"183","https://openalex.org/W2167774041","https://openalex.org/W2114177652"
"184","https://openalex.org/W2167774041","https://openalex.org/W2010096044"
"185","https://openalex.org/W2167774041","https://openalex.org/W29083034"
"186","https://openalex.org/W2125427853","https://openalex.org/W3167538604"
"187","https://openalex.org/W2125427853","https://openalex.org/W3006021473"
"188","https://openalex.org/W2125427853","https://openalex.org/W759149472"
"189","https://openalex.org/W2125427853","https://openalex.org/W1980328006"
"190","https://openalex.org/W2125427853","https://openalex.org/W2500881732"
"191","https://openalex.org/W2125427853","https://openalex.org/W2101125902"
"192","https://openalex.org/W2125427853","https://openalex.org/W1982250827"
"193","https://openalex.org/W2125427853","https://openalex.org/W1997533187"
"194","https://openalex.org/W2797488325","https://openalex.org/W2559084504"
"195","https://openalex.org/W2797488325","https://openalex.org/W2503722682"
"196","https://openalex.org/W2797488325","https://openalex.org/W2476476236"
"197","https://openalex.org/W2797488325","https://openalex.org/W2491171652"
"198","https://openalex.org/W2797488325","https://openalex.org/W2491376088"
"199","https://openalex.org/W2797488325","https://openalex.org/W2506414450"
"200","https://openalex.org/W2797488325","https://openalex.org/W2476753307"
"201","https://openalex.org/W2797488325","https://openalex.org/W2498941613"
"202","https://openalex.org/W2797488325","https://openalex.org/W2483513568"
"203","https://openalex.org/W2797488325","https://openalex.org/W2480163822"
"204","https://openalex.org/W2797488325","https://openalex.org/W2483161466"
"205","https://openalex.org/W2797488325","https://openalex.org/W2499922845"
"206","https://openalex.org/W2797488325","https://openalex.org/W2503090387"
"207","https://openalex.org/W2797488325","https://openalex.org/W2500828082"
"208","https://openalex.org/W2797488325","https://openalex.org/W2492255022"
"209","https://openalex.org/W2797488325","https://openalex.org/W2503708120"
"210","https://openalex.org/W2797488325","https://openalex.org/W2496645299"
"211","https://openalex.org/W2797488325","https://openalex.org/W2491702193"
"212","https://openalex.org/W2797488325","https://openalex.org/W2484333197"
"213","https://openalex.org/W2797488325","https://openalex.org/W2484426697"
"214","https://openalex.org/W2797488325","https://openalex.org/W3140248960"
"215","https://openalex.org/W2797488325","https://openalex.org/W2500088782"
"216","https://openalex.org/W2797488325","https://openalex.org/W2500629565"
"217","https://openalex.org/W2797488325","https://openalex.org/W2479088583"
"218","https://openalex.org/W2797488325","https://openalex.org/W2490259654"
"219","https://openalex.org/W2133592470","https://openalex.org/W3014491251"
"220","https://openalex.org/W2133592470","https://openalex.org/W3132968806"
"221","https://openalex.org/W2133592470","https://openalex.org/W2750416268"
"222","https://openalex.org/W2133592470","https://openalex.org/W2585839414"
"223","https://openalex.org/W2133592470","https://openalex.org/W3121467217"
"224","https://openalex.org/W1493300587","https://openalex.org/W3170240249"
"225","https://openalex.org/W1493300587","https://openalex.org/W3119475066"
"226","https://openalex.org/W2002128609","https://openalex.org/W2095987558"
"227","https://openalex.org/W2144268044","https://openalex.org/W2585332146"
"228","https://openalex.org/W3124786388","https://openalex.org/W2136957198"
"229","https://openalex.org/W2048403685","https://openalex.org/W3205424722"
"230","https://openalex.org/W2048403685","https://openalex.org/W2979571704"
"231","https://openalex.org/W2048403685","https://openalex.org/W2903616912"
"232","https://openalex.org/W2048403685","https://openalex.org/W55091330"
"233","https://openalex.org/W2048403685","https://openalex.org/W2485162401"
"234","https://openalex.org/W2048403685","https://openalex.org/W2083992098"
"235","https://openalex.org/W2048403685","https://openalex.org/W2001006638"
"236","https://openalex.org/W2048403685","https://openalex.org/W2234892130"
"237","https://openalex.org/W2048403685","https://openalex.org/W111468019"
"238","https://openalex.org/W2048403685","https://openalex.org/W2504213999"
"239","https://openalex.org/W2048403685","https://openalex.org/W2145131999"
"240","https://openalex.org/W2048403685","https://openalex.org/W2100806165"
"241","https://openalex.org/W2048403685","https://openalex.org/W2079806816"
"242","https://openalex.org/W2048403685","https://openalex.org/W2072658784"
"243","https://openalex.org/W2048403685","https://openalex.org/W2088802534"
"244","https://openalex.org/W2048403685","https://openalex.org/W1964178488"
"245","https://openalex.org/W2048403685","https://openalex.org/W2166223366"
"246","https://openalex.org/W2048403685","https://openalex.org/W1978822961"
"247","https://openalex.org/W2048403685","https://openalex.org/W1982296752"
"248","https://openalex.org/W2048403685","https://openalex.org/W2080260326"
"249","https://openalex.org/W2048403685","https://openalex.org/W2036450465"
"250","https://openalex.org/W2155649692","https://openalex.org/W2497063605"
"251","https://openalex.org/W2155649692","https://openalex.org/W2042306153"
"252","https://openalex.org/W2269856486","https://openalex.org/W3080228773"
"253","https://openalex.org/W2269856486","https://openalex.org/W2921898014"
"254","https://openalex.org/W2269856486","https://openalex.org/W2618655435"
"255","https://openalex.org/W1988875488","https://openalex.org/W2408466508"
"256","https://openalex.org/W3020278313","https://openalex.org/W3093986950"
"257","https://openalex.org/W2796512135","https://openalex.org/W2072678577"
"258","https://openalex.org/W2278645311","https://openalex.org/W3216323304"
"259","https://openalex.org/W2278645311","https://openalex.org/W2909781004"
"260","https://openalex.org/W2274021196","https://openalex.org/W2898440785"
"261","https://openalex.org/W2575407494","https://openalex.org/W3212337747"
"262","https://openalex.org/W2891910475","https://openalex.org/W3083842247"
"263","https://openalex.org/W2891503883","https://openalex.org/W3205802303"
"264","https://openalex.org/W2891503883","https://openalex.org/W3162032564"
"265","https://openalex.org/W2891503883","https://openalex.org/W2972846960"
"266","https://openalex.org/W2891503883","https://openalex.org/W2992444344"
"267","https://openalex.org/W2891503883","https://openalex.org/W3139547857"
"268","https://openalex.org/W2891503883","https://openalex.org/W3049738907"
"269","https://openalex.org/W2891503883","https://openalex.org/W3115945633"
"270","https://openalex.org/W2891503883","https://openalex.org/W3196802993"
"271","https://openalex.org/W2891503883","https://openalex.org/W3092627467"
"272","https://openalex.org/W2891503883","https://openalex.org/W3140010394"
"273","https://openalex.org/W2891503883","https://openalex.org/W3215197917"
"274","https://openalex.org/W2999166189","https://openalex.org/W3198600614"
"275","https://openalex.org/W2999166189","https://openalex.org/W3035619159"
"276","https://openalex.org/W3028168225","https://openalex.org/W3176418095"
"277","https://openalex.org/W1588511870","https://openalex.org/W2981706009"
"278","https://openalex.org/W1588511870","https://openalex.org/W157000738"
"279","https://openalex.org/W2405738849","https://openalex.org/W2976131847"
"280","https://openalex.org/W2405738849","https://openalex.org/W2790963318"
"281","https://openalex.org/W3122992002","https://openalex.org/W3012167267"
"282","https://openalex.org/W3122992002","https://openalex.org/W2908149631"
"283","https://openalex.org/W3122992002","https://openalex.org/W2907626129"
"284","https://openalex.org/W3122992002","https://openalex.org/W2908216195"
"285","https://openalex.org/W3122992002","https://openalex.org/W2907738701"
"286","https://openalex.org/W3122992002","https://openalex.org/W2907886536"
"287","https://openalex.org/W3122992002","https://openalex.org/W2907176746"
"288","https://openalex.org/W3122992002","https://openalex.org/W2907748729"
"289","https://openalex.org/W3122992002","https://openalex.org/W2907117603"
"290","https://openalex.org/W3122992002","https://openalex.org/W2907375105"
"291","https://openalex.org/W3122992002","https://openalex.org/W2908390583"
"292","https://openalex.org/W3122992002","https://openalex.org/W2949677496"
"293","https://openalex.org/W3122992002","https://openalex.org/W2907382311"
"294","https://openalex.org/W3122992002","https://openalex.org/W2908476552"
"295","https://openalex.org/W3122992002","https://openalex.org/W2907580612"
"296","https://openalex.org/W3122992002","https://openalex.org/W2908495523"
"297","https://openalex.org/W3122992002","https://openalex.org/W2908078849"
"298","https://openalex.org/W3122992002","https://openalex.org/W2979914938"
"299","https://openalex.org/W3122992002","https://openalex.org/W2950429721"
"300","https://openalex.org/W3122992002","https://openalex.org/W2884351955"
"301","https://openalex.org/W1992548778","https://openalex.org/W2762756813"
"302","https://openalex.org/W1992548778","https://openalex.org/W2148088844"
"303","https://openalex.org/W1992548778","https://openalex.org/W3084646739"
"304","https://openalex.org/W1992548778","https://openalex.org/W164571543"
"305","https://openalex.org/W1992548778","https://openalex.org/W2163303647"
"306","https://openalex.org/W2085593820","https://openalex.org/W3206320279"
"307","https://openalex.org/W2085593820","https://openalex.org/W3203129559"
"308","https://openalex.org/W2085593820","https://openalex.org/W3174077656"
"309","https://openalex.org/W2085593820","https://openalex.org/W3135585658"
"310","https://openalex.org/W2085593820","https://openalex.org/W3120044365"
"311","https://openalex.org/W2085593820","https://openalex.org/W3122038061"
"312","https://openalex.org/W2085593820","https://openalex.org/W3081088100"
"313","https://openalex.org/W2085593820","https://openalex.org/W2947852188"
"314","https://openalex.org/W2085593820","https://openalex.org/W2943730614"
"315","https://openalex.org/W2085593820","https://openalex.org/W2738075588"
"316","https://openalex.org/W2085593820","https://openalex.org/W2792582118"
"317","https://openalex.org/W2085593820","https://openalex.org/W2583872537"
"318","https://openalex.org/W2085593820","https://openalex.org/W2592180286"
"319","https://openalex.org/W2085593820","https://openalex.org/W2594285414"
"320","https://openalex.org/W2085593820","https://openalex.org/W1621361696"
"321","https://openalex.org/W2085593820","https://openalex.org/W1483500644"
"322","https://openalex.org/W2085593820","https://openalex.org/W1509213267"
"323","https://openalex.org/W2085593820","https://openalex.org/W2184514900"
"324","https://openalex.org/W2085593820","https://openalex.org/W946111023"
"325","https://openalex.org/W2085593820","https://openalex.org/W658030002"
"326","https://openalex.org/W2085593820","https://openalex.org/W2108266017"
"327","https://openalex.org/W2085593820","https://openalex.org/W639689020"
"328","https://openalex.org/W1969986993","https://openalex.org/W19993588"
"329","https://openalex.org/W1969986993","https://openalex.org/W1511570650"
"330","https://openalex.org/W1969986993","https://openalex.org/W1588511870"
"331","https://openalex.org/W1969986993","https://openalex.org/W1643369414"
"332","https://openalex.org/W1975824152","https://openalex.org/W3187670466"
"333","https://openalex.org/W1975824152","https://openalex.org/W3207806422"
"334","https://openalex.org/W1975824152","https://openalex.org/W3129957249"
"335","https://openalex.org/W1975824152","https://openalex.org/W4205239950"
"336","https://openalex.org/W1975824152","https://openalex.org/W3120482153"
"337","https://openalex.org/W1975824152","https://openalex.org/W3118011113"
"338","https://openalex.org/W1975824152","https://openalex.org/W3041771213"
"339","https://openalex.org/W1975824152","https://openalex.org/W3028168225"
"340","https://openalex.org/W1975824152","https://openalex.org/W3033566705"
"341","https://openalex.org/W1975824152","https://openalex.org/W2947650601"
"342","https://openalex.org/W1975824152","https://openalex.org/W2939211168"
"343","https://openalex.org/W1975824152","https://openalex.org/W2909781004"
"344","https://openalex.org/W1975824152","https://openalex.org/W2950759879"
"345","https://openalex.org/W1975824152","https://openalex.org/W2801680817"
"346","https://openalex.org/W1975824152","https://openalex.org/W2799916376"
"347","https://openalex.org/W1975824152","https://openalex.org/W2621663954"
"348","https://openalex.org/W1975824152","https://openalex.org/W3125260050"
"349","https://openalex.org/W1975824152","https://openalex.org/W2519831670"
"350","https://openalex.org/W1975824152","https://openalex.org/W2558173240"
"351","https://openalex.org/W1975824152","https://openalex.org/W2557586985"
"352","https://openalex.org/W1975824152","https://openalex.org/W2281841641"
"353","https://openalex.org/W1975824152","https://openalex.org/W2558937613"
"354","https://openalex.org/W1975824152","https://openalex.org/W2560456506"
"355","https://openalex.org/W1975824152","https://openalex.org/W2568104669"
"356","https://openalex.org/W1975824152","https://openalex.org/W2766075468"
"357","https://openalex.org/W2128162709","https://openalex.org/W4206684156"
"358","https://openalex.org/W2128162709","https://openalex.org/W3080709670"
"359","https://openalex.org/W2128162709","https://openalex.org/W3084082520"
"360","https://openalex.org/W2128162709","https://openalex.org/W3016444073"
"361","https://openalex.org/W2128162709","https://openalex.org/W2898852092"
"362","https://openalex.org/W2128162709","https://openalex.org/W2563029748"
"363","https://openalex.org/W2128162709","https://openalex.org/W2293498597"
"364","https://openalex.org/W2128162709","https://openalex.org/W2311044824"
"365","https://openalex.org/W2128162709","https://openalex.org/W2047366632"
"366","https://openalex.org/W2128162709","https://openalex.org/W2101074911"
"367","https://openalex.org/W2128162709","https://openalex.org/W1976922116"
"368","https://openalex.org/W2128162709","https://openalex.org/W2133046599"
"369","https://openalex.org/W2128162709","https://openalex.org/W2113748559"
"370","https://openalex.org/W2128162709","https://openalex.org/W2078195317"
"371","https://openalex.org/W2128162709","https://openalex.org/W2169195288"
"372","https://openalex.org/W3121415872","https://openalex.org/W2137615337"
"373","https://openalex.org/W1894882263","https://openalex.org/W2968384640"
"374","https://openalex.org/W1894882263","https://openalex.org/W2786371090"
"375","https://openalex.org/W1894882263","https://openalex.org/W2085387380"
"376","https://openalex.org/W2022181077","https://openalex.org/W2922951047"
"377","https://openalex.org/W2022181077","https://openalex.org/W133295407"
"378","https://openalex.org/W2022181077","https://openalex.org/W2111530160"
"379","https://openalex.org/W2022181077","https://openalex.org/W2010393931"
"380","https://openalex.org/W2022181077","https://openalex.org/W2102275993"
"381","https://openalex.org/W3123211634","https://openalex.org/W3198010137"
"382","https://openalex.org/W3123211634","https://openalex.org/W2936774189"
"383","https://openalex.org/W3123211634","https://openalex.org/W3159722844"
"384","https://openalex.org/W3123211634","https://openalex.org/W3002927455"
"385","https://openalex.org/W3123211634","https://openalex.org/W3080551905"
"386","https://openalex.org/W3123211634","https://openalex.org/W3002615407"
"387","https://openalex.org/W3123211634","https://openalex.org/W3158730691"
"388","https://openalex.org/W3123211634","https://openalex.org/W3003054442"
"389","https://openalex.org/W3123211634","https://openalex.org/W3001877205"
"390","https://openalex.org/W3123211634","https://openalex.org/W3181431919"
"391","https://openalex.org/W3123211634","https://openalex.org/W2830915970"
"392","https://openalex.org/W3123211634","https://openalex.org/W2202937459"
"393","https://openalex.org/W3123211634","https://openalex.org/W658996635"
"394","https://openalex.org/W3123211634","https://openalex.org/W2110741029"
"395","https://openalex.org/W2114410407","https://openalex.org/W3160820793"
"396","https://openalex.org/W2114410407","https://openalex.org/W3131619608"
"397","https://openalex.org/W2114410407","https://openalex.org/W2803550522"
"398","https://openalex.org/W2114410407","https://openalex.org/W2928563359"
"399","https://openalex.org/W2114410407","https://openalex.org/W2979966287"
"400","https://openalex.org/W2114410407","https://openalex.org/W2894252751"
"401","https://openalex.org/W2114410407","https://openalex.org/W2284376852"
"402","https://openalex.org/W2114410407","https://openalex.org/W1937777253"
"403","https://openalex.org/W2010215763","https://openalex.org/W3217508972"
"404","https://openalex.org/W2010215763","https://openalex.org/W3000599616"
"405","https://openalex.org/W2010215763","https://openalex.org/W2936287428"
"406","https://openalex.org/W2010215763","https://openalex.org/W2935792050"
"407","https://openalex.org/W2010215763","https://openalex.org/W2914377587"
"408","https://openalex.org/W2010215763","https://openalex.org/W2901771508"
"409","https://openalex.org/W2010215763","https://openalex.org/W2593382414"
"410","https://openalex.org/W2010215763","https://openalex.org/W2747208685"
"411","https://openalex.org/W2010215763","https://openalex.org/W2539861859"
"412","https://openalex.org/W2010215763","https://openalex.org/W2555677156"
"413","https://openalex.org/W2010215763","https://openalex.org/W2477553936"
"414","https://openalex.org/W2010215763","https://openalex.org/W1409870374"
"415","https://openalex.org/W2010215763","https://openalex.org/W2279982569"
"416","https://openalex.org/W2010215763","https://openalex.org/W2009782759"
"417","https://openalex.org/W2010215763","https://openalex.org/W2587413810"
"418","https://openalex.org/W2010215763","https://openalex.org/W1983160971"
"419","https://openalex.org/W2010215763","https://openalex.org/W2046786844"
"420","https://openalex.org/W2010215763","https://openalex.org/W2054475416"
"421","https://openalex.org/W2010215763","https://openalex.org/W2230372613"
"422","https://openalex.org/W2010215763","https://openalex.org/W1972153124"
"423","https://openalex.org/W2010215763","https://openalex.org/W2120999608"
"424","https://openalex.org/W2010215763","https://openalex.org/W2153150162"
"425","https://openalex.org/W2010215763","https://openalex.org/W2628917315"
"426","https://openalex.org/W2010215763","https://openalex.org/W2181473304"
"427","https://openalex.org/W2010215763","https://openalex.org/W2038837635"
"428","https://openalex.org/W2081662590","https://openalex.org/W2405913247"
"429","https://openalex.org/W2112258847","https://openalex.org/W3183112683"
"430","https://openalex.org/W2112258847","https://openalex.org/W3187670466"
"431","https://openalex.org/W2112258847","https://openalex.org/W2952352931"
"432","https://openalex.org/W2112258847","https://openalex.org/W2883761972"
"433","https://openalex.org/W2112258847","https://openalex.org/W1514668877"
"434","https://openalex.org/W2112258847","https://openalex.org/W2468229316"
"435","https://openalex.org/W1459369559","https://openalex.org/W2319463511"
"436","https://openalex.org/W3122584058","https://openalex.org/W3193302370"
"437","https://openalex.org/W3122584058","https://openalex.org/W3192243296"
"438","https://openalex.org/W3122584058","https://openalex.org/W3160820793"
